,top_1,top_3,top_5,top_10
fixed_chunk,0.5454545454545454,0.7272727272727273,0.7909090909090909,0.8181818181818182
recursive_chunk,0.6272727272727273,0.6909090909090909,0.7636363636363637,0.8272727272727273
semantic_recursive_chunk,0.6181818181818182,0.7090909090909091,0.7454545454545455,0.8
